,county,land_area,biome,tc_goal,treecanopy,tc_gap,priority_i,pctpocnorm,pctpovnorm,unemplnorm,dep_perc,depratnorm,health_nor,temp_norm,tes,tesctyscor,rank,rankgrpsz,Mean_Temp,Median_Temp,STD_Temp,Min_Temp,Max_Temp,Mean_Rain,Median_Rain,STD_Rain,Min_Rain,Max_Rain
10,Anderson County,1.8685,Forest,0.5,0.3337,0.1663,0.575964592544254,0.725386255401454,0.742398261692557,0.0,0.339498018494055,0.255444191278082,0.434144736842105,0.773542600896861,70,86.0,20,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
11,Anderson County,1.6114,Forest,0.5,0.4762,0.0238,0.314028131918704,0.768641989724736,0.376517689733125,0.034934853420195,0.174196553330228,0.0,0.029411764705882,0.455156950672646,97,86.0,12,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
12,Anderson County,3.7595,Forest,0.5,0.4362,0.0638,0.374433331034407,0.45661504125184,0.404891636878884,0.018145161290322,0.522588522588523,0.744849847515867,0.029411764705882,0.480568011958147,92,86.0,16,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
13,Anderson County,0.997,Forest,0.5,0.4559,0.0441,0.478916913821564,0.794059431087582,0.921087105746203,0.820357833655706,0.198496240601504,0.030944863685847,0.029411764705882,0.351270553064275,93,86.0,15,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
14,Anderson County,0.8619,Forest,0.5,0.5428,0.0,0.333743402619194,0.310318477904363,0.348844504573476,0.381284916201117,0.474642392717815,0.583720065008595,0.029411764705882,0.164424514200299,100,86.0,1,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
15,Anderson County,0.9275,Forest,0.5,0.5521,0.0,0.253816507512716,0.0458335009688,0.274657999782843,0.208657587548638,0.392699115044248,0.367236696706591,0.029411764705882,0.270553064275037,100,86.0,1,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
16,Anderson County,0.6094,Forest,0.5,0.4854,0.0146,0.355061855015927,0.07445571338424,0.21325580024942,0.400186567164179,0.40387275242047,0.393251576916084,0.311286764705882,0.393871449925262,98,86.0,11,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
17,Anderson County,0.2591,Forest,0.5,0.2644,0.2356,0.514069225853721,0.276852949518849,0.160494735471451,1.0,0.395881006864989,0.374546894885036,0.311286764705882,0.899850523168909,62,86.0,23,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
18,Anderson County,1.0091,Forest,0.5,0.465,0.035,0.489128899591897,0.257439670657747,0.730429750798519,0.0,0.582870737509913,1.0,0.311286764705882,0.529895366218236,94,86.0,14,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
19,Anderson County,0.0517,Forest,0.5,0.1739,0.3261,0.422545368119329,0.237764665576906,0.415455109306466,0.0,0.383565989847716,0.346673101337824,0.311286764705882,1.0,57,86.0,24,24,67.22,67.7,0.8729261137118111,66.0,68.0,45.465999999999994,45.23,10.556186811533792,35.32,62.36
